customer_id,application_date,age,gender,employment_status,annual_income,monthly_income,loan_amount,interest_rate,loan_term,emi,dti,credit_score_origination,revolving_utilization_origination,credit_inquiries_12m,deterioration_pattern,default_12m,vintage_year,vintage_month
CUST100038,2022-10-31,31,Male,Self-Employed,305557.0,25463.08,75697.0,12.34,36,2526.53,0.36,741,0.203,3,stable,0,2022,2022-10
CUST100039,2023-11-24,22,Female,Employed,234782.0,19565.17,52885.0,12.19,84,938.95,0.34,672,0.058,3,stable,0,2023,2023-11
CUST100040,2022-07-01,42,Female,Employed,58759.0,4896.58,50000.0,10.24,60,1068.27,0.46,716,0.396,1,stable,0,2022,2022-07
CUST100041,2024-04-10,36,Male,Employed,39036.0,3253.0,50000.0,9.14,60,1041.32,0.3,675,0.092,1,sudden_shock,1,2024,2024-04
CUST100042,2024-02-07,47,Male,Employed,47949.0,3995.75,50000.0,16.37,60,1225.75,0.56,656,0.537,3,stable,0,2024,2024-02
CUST100043,2023-01-24,35,Female,Employed,114166.0,9513.83,50000.0,12.33,72,986.11,0.15,692,0.102,4,stable,0,2023,2023-01
CUST100044,2022-03-16,46,Female,Self-Employed,110498.0,9208.17,50000.0,17.34,36,1791.11,0.1,706,0.364,1,credit_seeking,0,2022,2022-03
CUST100045,2024-11-29,33,Female,Employed,184627.0,15385.58,50000.0,13.36,84,919.41,0.33,718,0.217,3,stable,0,2024,2024-11
CUST100046,2023-05-04,30,Female,Employed,148874.0,12406.17,50000.0,10.39,84,840.17,0.33,719,0.242,2,stable,0,2023,2023-05
CUST100047,2024-09-05,30,Female,Self-Employed,35403.0,2950.25,50000.0,13.97,60,1162.64,0.2,755,0.174,5,stable,0,2024,2024-09
CUST100048,2024-01-13,49,Male,Employed,137178.0,11431.5,50000.0,11.64,72,968.17,0.41,726,0.426,2,stable,0,2024,2024-01
CUST100049,2024-05-03,33,Male,Self-Employed,131775.0,10981.25,50000.0,13.89,36,1706.21,0.4,703,0.144,1,stable,0,2024,2024-05
CUST100050,2024-04-12,47,Female,Employed,61308.0,5109.0,50000.0,10.2,72,931.34,0.49,720,0.104,1,stable,0,2024,2024-04
CUST100051,2022-08-02,31,Male,Employed,159500.0,13291.67,50000.0,10.08,60,1064.32,0.21,635,0.307,1,stable,0,2022,2022-08
CUST100052,2023-02-03,23,Male,Self-Employed,79439.0,6619.92,50000.0,12.22,36,1665.97,0.43,691,0.47,0,credit_seeking,0,2023,2023-02
CUST100053,2023-05-27,40,Female,Employed,42885.0,3573.75,50000.0,10.86,36,1633.62,0.46,700,0.173,2,stable,0,2023,2023-05
CUST100054,2023-06-30,29,Male,Unemployed,148516.0,12376.33,55887.0,12.22,60,1249.4,0.29,625,0.214,2,gradual_decline,0,2023,2023-06
CUST100055,2022-02-18,37,Female,Employed,77118.0,6426.5,50000.0,13.1,60,1140.21,0.4,685,0.008,2,stable,0,2022,2022-02
CUST100056,2023-08-23,36,Female,Employed,102172.0,8514.33,50000.0,13.8,36,1704.03,0.24,733,0.351,3,stable,0,2023,2023-08
CUST100057,2022-06-19,36,Female,Employed,81921.0,6826.75,50000.0,7.96,36,1565.9,0.25,736,0.17,1,stable,0,2022,2022-06
CUST100058,2024-03-25,48,Male,Employed,40830.0,3402.5,50000.0,10.33,60,1070.49,0.37,679,0.309,1,stable,0,2024,2024-03
CUST100059,2024-01-19,37,Female,Employed,89879.0,7489.92,50000.0,9.93,72,924.53,0.31,678,0.281,4,stable,0,2024,2024-01
CUST100060,2024-10-08,35,Male,Employed,238565.0,19880.42,50000.0,13.6,48,1356.31,0.27,616,0.444,4,gradual_decline,0,2024,2024-10
CUST100061,2024-03-27,32,Male,Employed,215020.0,17918.33,50000.0,15.34,48,1400.17,0.24,649,0.398,3,stable,1,2024,2024-03
CUST100062,2023-02-06,39,Male,Self-Employed,85299.0,7108.25,50000.0,11.74,72,970.76,0.48,575,0.349,1,stable,0,2023,2023-02
CUST100063,2024-11-26,38,Male,Self-Employed,111879.0,9323.25,50000.0,13.01,36,1684.94,0.44,749,0.083,1,credit_seeking,0,2024,2024-11
CUST100064,2023-03-27,31,Male,Employed,156383.0,13031.92,50000.0,8.64,60,1029.2,0.36,763,0.397,2,stable,0,2023,2023-03
CUST100065,2022-12-24,42,Male,Self-Employed,126285.0,10523.75,50000.0,12.03,60,1112.98,0.41,626,0.338,1,stable,0,2022,2022-12
CUST100066,2024-09-19,33,Male,Employed,89607.0,7467.25,50000.0,7.14,60,993.37,0.3,684,0.216,4,stable,0,2024,2024-09
CUST100067,2023-02-11,39,Female,Self-Employed,174065.0,14505.42,50000.0,14.63,84,954.49,0.41,769,0.299,3,gradual_decline,0,2023,2023-02
CUST100068,2022-03-25,24,Male,Employed,277210.0,23100.83,76254.0,7.0,48,1826.0,0.42,594,0.399,3,gradual_decline,0,2022,2022-03
CUST100069,2023-05-30,42,Female,Employed,105061.0,8755.08,50000.0,10.21,60,1067.53,0.31,697,0.122,2,stable,0,2023,2023-05
CUST100070,2024-05-22,29,Male,Employed,140283.0,11690.25,50000.0,11.68,48,1308.85,0.32,631,0.153,2,stable,0,2024,2024-05
CUST100071,2022-07-27,40,Male,Employed,169011.0,14084.25,50000.0,12.47,60,1124.13,0.38,664,0.237,1,credit_seeking,0,2022,2022-07
CUST100072,2023-05-23,45,Male,Employed,265369.0,22114.08,56459.0,11.78,48,1480.69,0.31,738,0.46,0,stable,0,2023,2023-05
CUST100073,2022-05-23,38,Male,Employed,241456.0,20121.33,81842.0,10.6,48,2099.39,0.2,640,0.539,2,stable,0,2022,2022-05
CUST100074,2024-01-23,44,Female,Self-Employed,152874.0,12739.5,50000.0,10.39,48,1277.51,0.29,746,0.365,0,stable,0,2024,2024-01
CUST100075,2023-06-06,26,Male,Employed,219428.0,18285.67,69678.0,11.73,36,2305.33,0.26,620,0.402,1,stable,0,2023,2023-06
CUST100076,2022-12-28,34,Male,Employed,173562.0,14463.5,52173.0,14.26,60,1221.02,0.33,681,0.245,3,gradual_decline,1,2022,2022-12
CUST100077,2022-09-06,29,Female,Employed,115216.0,9601.33,50000.0,13.45,36,1695.56,0.11,603,0.394,0,stable,0,2022,2022-09
CUST100078,2023-09-11,29,Female,Employed,155455.0,12954.58,50000.0,13.25,48,1347.59,0.23,632,0.238,4,stable,0,2023,2023-09
CUST100079,2024-01-05,22,Female,Employed,98894.0,8241.17,50000.0,10.98,48,1291.79,0.36,666,0.323,4,stable,0,2024,2024-01
CUST100080,2024-10-27,35,Female,Self-Employed,37377.0,3114.75,50000.0,13.13,84,913.14,0.61,755,0.022,1,credit_seeking,0,2024,2024-10
CUST100081,2023-04-25,42,Female,Employed,111285.0,9273.75,50000.0,13.8,48,1361.31,0.24,633,0.19,2,stable,0,2023,2023-04
CUST100082,2022-06-26,45,Male,Self-Employed,74206.0,6183.83,50000.0,13.64,60,1154.1,0.31,626,0.381,3,sudden_shock,0,2022,2022-06
CUST100083,2024-07-01,26,Male,Self-Employed,117652.0,9804.33,53479.0,13.93,48,1459.52,0.37,595,0.359,0,stable,0,2024,2024-07
CUST100084,2023-11-22,31,Male,Employed,47245.0,3937.08,50000.0,14.34,48,1374.87,0.31,668,0.027,1,stable,0,2023,2023-11
CUST100085,2024-02-07,29,Male,Employed,33773.0,2814.42,50000.0,9.96,36,1612.42,0.25,742,0.533,1,stable,1,2024,2024-02
CUST100086,2022-04-17,28,Female,Employed,77307.0,6442.25,50000.0,12.97,72,1002.91,0.19,675,0.333,4,stable,0,2022,2022-04
CUST100087,2022-12-09,32,Male,Employed,38033.0,3169.42,50000.0,12.2,36,1665.5,0.39,674,0.412,3,stable,0,2022,2022-12
CUST100088,2024-04-21,35,Male,Employed,50947.0,4245.58,50000.0,10.52,48,1280.65,0.51,680,0.293,1,stable,1,2024,2024-04
CUST100089,2024-07-01,32,Female,Self-Employed,129607.0,10800.58,51853.0,9.47,72,946.82,0.21,691,0.194,2,stable,0,2024,2024-07
CUST100090,2023-04-22,23,Female,Employed,159955.0,13329.58,50000.0,10.81,36,1632.44,0.3,704,0.181,0,gradual_decline,0,2023,2023-04
CUST100091,2024-06-01,42,Female,Self-Employed,179456.0,14954.67,50000.0,11.44,36,1647.37,0.22,739,0.167,1,gradual_decline,0,2024,2024-06
CUST100092,2024-07-11,36,Male,Self-Employed,136952.0,11412.67,50000.0,14.19,36,1713.5,0.43,619,0.171,2,stable,0,2024,2024-07
CUST100093,2023-03-01,38,Male,Employed,76829.0,6402.42,50000.0,9.62,60,1053.03,0.27,637,0.311,1,stable,0,2023,2023-03
CUST100094,2024-09-11,38,Female,Employed,223948.0,18662.33,69080.0,13.28,72,1396.95,0.29,692,0.215,0,stable,0,2024,2024-09
CUST100095,2022-11-13,39,Female,Self-Employed,74923.0,6243.58,50000.0,13.24,36,1690.48,0.58,671,0.789,1,stable,0,2022,2022-11
CUST100096,2022-09-20,36,Male,Self-Employed,177675.0,14806.25,50000.0,10.92,36,1635.04,0.47,779,0.178,0,stable,0,2022,2022-09
CUST100097,2024-01-19,28,Male,Self-Employed,95087.0,7923.92,50000.0,14.75,84,957.84,0.23,612,0.144,4,gradual_decline,0,2024,2024-01
CUST100098,2023-11-29,47,Male,Employed,93982.0,7831.83,50000.0,8.39,36,1575.83,0.27,716,0.145,3,stable,0,2023,2023-11
CUST100099,2022-06-03,40,Female,Employed,68002.0,5666.83,50000.0,8.99,36,1589.75,0.35,690,0.251,0,gradual_decline,0,2022,2022-06
CUST100100,2024-07-01,27,Male,Employed,102061.0,8505.08,50000.0,9.38,84,814.13,0.18,593,0.131,0,gradual_decline,0,2024,2024-07
CUST100101,2022-08-08,27,Male,Self-Employed,344255.0,28687.92,87178.0,9.56,60,1833.46,0.38,858,0.662,5,credit_seeking,0,2022,2022-08
CUST100102,2024-06-01,50,Male,Self-Employed,135074.0,11256.17,50000.0,10.59,72,941.24,0.45,670,0.1,1,stable,0,2024,2024-06
CUST100103,2022-01-09,33,Female,Self-Employed,129954.0,10829.5,50000.0,15.48,60,1202.13,0.3,703,0.483,1,stable,0,2022,2022-01
CUST100104,2024-05-23,29,Male,Employed,128965.0,10747.08,53984.0,12.87,60,1224.71,0.49,717,0.116,1,stable,0,2024,2024-05
CUST100105,2024-05-12,30,Female,Self-Employed,247253.0,20604.42,76756.0,10.83,36,2506.72,0.35,744,0.469,1,credit_seeking,0,2024,2024-05
CUST100106,2024-05-05,38,Male,Employed,64216.0,5351.33,50000.0,11.56,60,1101.14,0.24,656,0.251,1,gradual_decline,0,2024,2024-05
CUST100107,2023-12-30,31,Female,Self-Employed,161514.0,13459.5,50000.0,11.49,60,1099.38,0.2,673,0.229,1,gradual_decline,0,2023,2023-12
CUST100108,2023-06-01,36,Male,Self-Employed,114376.0,9531.33,50000.0,15.17,84,969.61,0.45,659,0.268,6,stable,0,2023,2023-06
CUST100109,2024-02-12,53,Female,Self-Employed,51048.0,4254.0,50000.0,13.8,84,931.49,0.33,680,0.364,1,stable,0,2024,2024-02
CUST100110,2022-10-31,22,Female,Employed,169559.0,14129.92,50000.0,12.18,36,1665.02,0.39,680,0.486,1,stable,0,2022,2022-10
CUST100111,2024-05-05,31,Male,Self-Employed,211100.0,17591.67,50000.0,12.68,36,1677.0,0.29,594,0.304,2,stable,0,2024,2024-05
CUST100112,2023-09-01,35,Male,Employed,145633.0,12136.08,50000.0,10.95,48,1291.06,0.23,676,0.209,5,stable,0,2023,2023-09
CUST100113,2023-05-18,20,Male,Employed,92412.0,7701.0,50000.0,11.88,36,1657.85,0.4,712,0.259,2,stable,0,2023,2023-05
CUST100114,2023-07-09,39,Male,Employed,45112.0,3759.33,50000.0,14.68,60,1181.11,0.47,631,0.463,3,gradual_decline,0,2023,2023-07
CUST100115,2023-09-16,42,Female,Employed,106921.0,8910.08,50000.0,8.62,72,891.88,0.13,785,0.191,2,stable,0,2023,2023-09
CUST100116,2022-02-10,23,Male,Employed,119268.0,9939.0,50000.0,13.42,72,1014.82,0.26,642,0.428,3,stable,0,2022,2022-02
CUST100117,2022-06-03,34,Male,Self-Employed,42468.0,3539.0,50000.0,14.0,60,1163.41,0.51,662,0.478,2,stable,0,2022,2022-06
CUST100118,2022-09-27,36,Female,Employed,99313.0,8276.08,50000.0,11.63,36,1651.89,0.36,727,0.055,0,stable,0,2022,2022-09
CUST100119,2022-05-06,39,Female,Employed,174359.0,14529.92,72188.0,14.66,84,1379.26,0.39,672,0.097,1,sudden_shock,0,2022,2022-05
CUST100120,2023-04-27,56,Male,Self-Employed,135864.0,11322.0,50000.0,7.69,48,1213.38,0.11,699,0.312,1,stable,0,2023,2023-04
CUST100121,2024-01-03,29,Male,Employed,88193.0,7349.42,50000.0,10.78,72,946.08,0.29,690,0.502,1,stable,0,2024,2024-01
CUST100122,2023-12-19,39,Male,Employed,55315.0,4609.58,50000.0,10.3,36,1620.41,0.51,565,0.551,3,stable,0,2023,2023-12
CUST100123,2023-06-01,33,Male,Employed,206076.0,17173.0,50000.0,14.09,72,1032.7,0.2,739,0.472,1,stable,0,2023,2023-06
CUST100124,2024-07-26,32,Female,Employed,85311.0,7109.25,50000.0,7.3,36,1550.72,0.45,741,0.214,2,stable,0,2024,2024-07
CUST100125,2023-09-12,35,Male,Employed,132427.0,11035.58,50000.0,9.84,48,1264.29,0.33,784,0.322,0,stable,0,2023,2023-09
CUST100126,2022-03-28,38,Male,Employed,72485.0,6040.42,50000.0,9.21,84,809.79,0.26,660,0.585,1,stable,0,2022,2022-03
CUST100127,2024-04-18,35,Male,Employed,242185.0,20182.08,68584.0,11.85,60,1520.42,0.41,609,0.502,0,stable,0,2024,2024-04
CUST100128,2023-09-22,37,Male,Employed,173439.0,14453.25,52792.0,12.38,48,1400.09,0.28,642,0.138,2,stable,0,2023,2023-09
CUST100129,2023-11-27,34,Male,Employed,145936.0,12161.33,61925.0,14.83,60,1467.67,0.23,606,0.172,2,stable,0,2023,2023-11
CUST100130,2023-09-12,27,Male,Employed,172919.0,14409.92,50000.0,15.29,60,1197.12,0.19,735,0.199,4,stable,0,2023,2023-09
CUST100131,2023-08-30,41,Female,Employed,81373.0,6781.08,50000.0,12.77,72,997.65,0.1,670,0.303,0,sudden_shock,0,2023,2023-08
CUST100132,2022-04-10,43,Male,Self-Employed,94198.0,7849.83,50000.0,12.11,60,1115.0,0.26,691,0.135,3,gradual_decline,0,2022,2022-04
CUST100133,2023-09-05,42,Male,Employed,101510.0,8459.17,50000.0,11.09,36,1639.07,0.1,672,0.198,2,stable,0,2023,2023-09
CUST100134,2024-05-21,40,Male,Employed,43348.0,3612.33,50000.0,10.05,60,1063.58,0.46,747,0.132,4,stable,0,2024,2024-05
CUST100135,2022-11-30,28,Female,Employed,89905.0,7492.08,50000.0,11.67,60,1103.9,0.12,646,0.383,1,stable,0,2022,2022-11
CUST100136,2023-10-23,27,Female,Employed,188293.0,15691.08,50000.0,12.78,84,903.63,0.34,786,0.354,1,stable,0,2023,2023-10
CUST100137,2022-02-03,42,Male,Self-Employed,248209.0,20684.08,92763.0,11.19,60,2025.69,0.47,699,0.266,2,stable,0,2022,2022-02
CUST100138,2023-01-16,25,Female,Employed,215073.0,17922.75,50000.0,9.33,36,1597.68,0.23,723,0.12,1,stable,0,2023,2023-01
CUST100139,2023-04-24,29,Male,Employed,133291.0,11107.58,50000.0,7.0,48,1197.31,0.31,820,0.221,2,stable,0,2023,2023-04
CUST100140,2024-12-13,52,Male,Self-Employed,121410.0,10117.5,50000.0,10.56,60,1076.18,0.29,633,0.248,1,credit_seeking,0,2024,2024-12
CUST100141,2022-08-24,39,Female,Employed,110736.0,9228.0,50000.0,13.01,48,1341.62,0.29,722,0.118,2,gradual_decline,0,2022,2022-08
CUST100142,2022-10-31,36,Female,Employed,106355.0,8862.92,50000.0,10.93,48,1290.58,0.49,742,0.117,5,gradual_decline,0,2022,2022-10
CUST100143,2023-03-24,20,Female,Self-Employed,51039.0,4253.25,50000.0,11.95,36,1659.52,0.21,582,0.444,1,sudden_shock,0,2023,2023-03
CUST100144,2024-12-23,29,Male,Employed,232255.0,19354.58,52876.0,12.3,48,1400.23,0.34,633,0.208,2,stable,0,2024,2024-12
CUST100145,2024-07-24,41,Male,Employed,87051.0,7254.25,50000.0,12.54,36,1673.64,0.53,726,0.2,4,stable,0,2024,2024-07
CUST100146,2022-02-08,23,Female,Unemployed,62156.0,5179.67,50000.0,14.62,84,954.21,0.29,629,0.116,1,stable,0,2022,2022-02
CUST100147,2022-09-14,38,Female,Employed,121936.0,10161.33,50000.0,14.96,36,1732.29,0.33,762,0.045,2,stable,0,2022,2022-09
CUST100148,2024-06-19,23,Female,Self-Employed,81821.0,6818.42,50000.0,15.41,60,1200.28,0.1,640,0.077,0,stable,0,2024,2024-06
CUST100149,2022-03-05,30,Female,Employed,67196.0,5599.67,50000.0,11.15,60,1090.87,0.29,667,0.326,3,gradual_decline,0,2022,2022-03
CUST100150,2024-07-26,22,Male,Employed,169350.0,14112.5,67304.0,13.02,36,2268.39,0.13,606,0.235,4,stable,0,2024,2024-07
CUST100151,2022-11-05,35,Female,Employed,31875.0,2656.25,50000.0,12.12,60,1115.26,0.15,714,0.388,1,sudden_shock,0,2022,2022-11
CUST100152,2024-10-02,21,Female,Employed,65162.0,5430.17,50000.0,11.32,84,864.56,0.3,715,0.502,0,gradual_decline,1,2024,2024-10
CUST100153,2022-11-18,34,Female,Employed,86583.0,7215.25,50000.0,12.32,36,1668.37,0.36,642,0.591,1,stable,0,2022,2022-11
CUST100154,2023-04-22,40,Female,Employed,217532.0,18127.67,50000.0,12.19,60,1117.03,0.16,697,0.36,1,stable,0,2023,2023-04
CUST100155,2023-12-27,36,Female,Employed,181870.0,15155.83,61961.0,8.7,36,1961.7,0.26,646,0.195,1,gradual_decline,0,2023,2023-12
CUST100156,2022-05-19,38,Female,Employed,125503.0,10458.58,50000.0,13.84,60,1159.27,0.37,652,0.394,1,gradual_decline,0,2022,2022-05
CUST100157,2023-09-03,36,Male,Employed,131351.0,10945.92,50000.0,11.3,60,1094.62,0.44,618,0.333,1,sudden_shock,1,2023,2023-09
CUST100158,2023-07-08,34,Male,Self-Employed,107461.0,8955.08,50000.0,11.97,60,1111.46,0.29,707,0.268,2,stable,0,2023,2023-07
CUST100159,2024-05-09,34,Female,Employed,168975.0,14081.25,51599.0,13.65,60,1191.28,0.25,761,0.33,2,stable,0,2024,2024-05
CUST100160,2024-12-27,37,Female,Unemployed,81863.0,6821.92,50000.0,12.7,72,995.81,0.25,663,0.325,1,gradual_decline,0,2024,2024-12
CUST100161,2023-12-30,26,Female,Employed,90046.0,7503.83,50000.0,11.79,36,1655.7,0.33,716,0.451,1,stable,0,2023,2023-12
CUST100162,2023-03-25,31,Female,Employed,171552.0,14296.0,50264.0,9.4,48,1260.39,0.2,712,0.305,2,stable,0,2023,2023-03
CUST100163,2023-03-22,51,Female,Employed,117650.0,9804.17,50000.0,11.63,48,1307.63,0.33,709,0.49,2,credit_seeking,0,2023,2023-03
CUST100164,2023-04-04,38,Male,Self-Employed,162861.0,13571.75,50000.0,11.67,60,1103.9,0.24,645,0.265,2,stable,0,2023,2023-04
CUST100165,2024-06-11,44,Female,Self-Employed,149519.0,12459.92,50000.0,11.98,48,1316.2,0.28,627,0.208,2,stable,0,2024,2024-06
CUST100166,2022-12-19,37,Male,Self-Employed,69647.0,5803.92,50000.0,7.94,84,777.82,0.47,806,0.142,1,stable,0,2022,2022-12
CUST100167,2022-07-03,29,Male,Employed,57423.0,4785.25,50000.0,9.63,36,1604.69,0.27,618,0.445,2,stable,0,2022,2022-07
CUST100168,2023-01-02,32,Male,Self-Employed,324603.0,27050.25,50000.0,11.27,48,1298.84,0.39,720,0.161,3,stable,1,2023,2023-01
CUST100169,2022-01-25,21,Male,Employed,106010.0,8834.17,50000.0,9.58,60,1052.05,0.32,749,0.336,4,credit_seeking,0,2022,2022-01
CUST100170,2022-04-27,45,Male,Employed,63851.0,5320.92,50000.0,12.39,72,987.68,0.4,675,0.396,2,stable,1,2022,2022-04
CUST100171,2022-04-09,42,Female,Unemployed,191100.0,15925.0,50000.0,10.98,84,855.6,0.21,672,0.127,2,stable,0,2022,2022-04
CUST100172,2024-04-25,28,Male,Employed,57051.0,4754.25,50000.0,8.3,72,884.0,0.19,714,0.139,2,stable,0,2024,2024-04
CUST100173,2024-03-02,41,Female,Self-Employed,190703.0,15891.92,50000.0,9.06,72,902.77,0.5,716,0.215,4,stable,0,2024,2024-03
CUST100174,2024-02-03,40,Female,Employed,59197.0,4933.08,50000.0,9.59,60,1052.29,0.43,703,0.268,3,gradual_decline,0,2024,2024-02
CUST100175,2023-05-22,35,Male,Employed,49257.0,4104.75,50000.0,13.75,36,1702.82,0.21,661,0.345,2,stable,0,2023,2023-05
CUST100176,2024-02-25,38,Male,Self-Employed,201715.0,16809.58,60983.0,8.66,48,1507.74,0.19,696,0.275,2,stable,0,2024,2024-02
CUST100177,2022-06-26,39,Female,Employed,90028.0,7502.33,50000.0,13.21,36,1689.76,0.26,648,0.067,1,stable,0,2022,2022-06
CUST100178,2024-09-14,38,Male,Unemployed,86048.0,7170.67,50000.0,10.25,48,1274.14,0.11,713,0.403,1,stable,0,2024,2024-09
CUST100179,2023-07-04,36,Male,Employed,141319.0,11776.58,57513.0,10.18,72,1070.7,0.32,731,0.139,2,stable,0,2023,2023-07
CUST100180,2024-10-25,35,Female,Employed,113245.0,9437.08,50000.0,12.38,72,987.42,0.4,776,0.588,4,gradual_decline,0,2024,2024-10
CUST100181,2022-06-16,30,Female,Self-Employed,247821.0,20651.75,82475.0,10.6,48,2115.62,0.37,670,0.165,0,stable,0,2022,2022-06
CUST100182,2023-06-30,42,Male,Employed,57786.0,4815.5,50000.0,10.04,60,1063.34,0.46,731,0.12,1,credit_seeking,0,2023,2023-06
CUST100183,2024-02-03,50,Male,Self-Employed,61567.0,5130.58,50000.0,9.73,60,1055.72,0.49,712,0.463,2,stable,0,2024,2024-02
